kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,irsaliye_tarihi,uts_no
OTOKLAV,ÖZEL,2018/059,2/12/2018,TUNÇÇEVİK SAĞ.HİZ.LTD.ŞTİ.,TUNÇÇEVİK SAĞ.HİZ.LTD.ŞTİ.,K.K.T.C.,STR 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2018/01-011,20,4/19/2018,,
OTOKLAV,ÖZEL,2018/074,2/22/2018,MONO CERRAHİ TIP MERKEZİ,MONO CERRAHİ TIP MERKEZİ,İSTANBUL,STR 4410 S,160 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,160 LT,2018/01-012,20,,,
OTOKLAV,YURTDIŞI,2018/091,2/27/2018,STEFAN,STEFAN,SIRBİSTAN,STR 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2018/01-013,20,,,
OTOKLAV,YURTDIŞI,2018/092,2/27/2018,STEFAN,STEFAN,SIRBİSTAN,STR 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2018/01-014,20,,,
OTOKLAV,DMO,2018/065,3/1/2018,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BELEDİYE VETERİNERLİK GENEL MÜDÜRLÜK,İZMİR,ERS 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-015,50 GÜN,,,
OTOKLAV,DMO,2018/073,3/3/2018,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ ATATÜRK EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2018/01-016,55 GÜN,,,
OTOKLAV,DMO,2018/078,3/9/2018,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,ÇUKUROVA ÜNİVERSİTESİ REKTÖRLÜĞÜ İDARİ MALİ İŞLER DAİRE BAŞKANLIĞI,ADANA,ERS 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-017,50 GÜN,,,
OTOKLAV,ÖZEL,2018/122,3/12/2018,İSTANBUL AYDIN ÜNİVERSİTESİ,İSTANBUL AYDIN ÜNİVERSİTESİ,İSTANBUL,STR 4410 D,160 LT ÇİFT KAPILI OTOKLAV CİHAZI,160 LT,2018/01-018,1/30/1900 0:00,4/6/2018,,
OTOKLAV,DMO,2018/082,3/14/2018,DMO GENEL MÜDÜRLÜĞÜ,KAMAN DEVLET HASTANESİ,KIRŞEHİR,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2018/01-019,55 GÜN,4/25/2018,,
OTOKLAV,DMO,2018/081,3/14/2018,DMO GENEL MÜDÜRLÜĞÜ,KAMAN DEVLET HASTANESİ,KIRŞEHİR,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2018/01-020,55 GÜN,,,
OTOKLAV,ÖZEL,2018/089,3/22/2018,BEZMİALEM VAKIF ÜNİVERSİTESİ,BEZMİALEM VAKIF ÜNİVERSİTESİ,İSTANBUL,STR 5510 S,250 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,250 LT,2018/01-021,30 GÜN,8/5/2018,,
OTOKLAV,ÖZEL,2018/060,4/11/2018,ÖZEL SAFA TESHİS VE TEDAVİ MERKEZİ,ÖZEL SAFA TESHİS VE TEDAVİ MERKEZİ,İZMİR,TKF 840 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2018/01-022,DERHAL,4/27/2018,,
OTOKLAV,DMO,2018/104,4/3/2018,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,İSKENDERUN ADSM,İSKENDERUN,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2018/01-023,5/27/2018 0:00,,,
OTOKLAV,DMO,2018/213,4/3/2018,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,İSKENDERUN ADSM,İSKENDERUN,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2018/01-024,5/27/2018 0:00,,,
OTOKLAV,YURTDIŞI,2018/058,4/20/2018,GÜRCİSTAN,PRİME,GÜRCİSTAN,GOLDBERG 160 S,160 LT TEK KAPILI OTOKLAV CİHAZI,160 LT,2018/01-025,5/9/2018 0:00,5/7/2018,,
OTOKLAV,DMO,2018/062,4/27/2018,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BURHANİYE DEVLET HASTANESİ,BALIKESİR,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2018/01-026,6/15/2018 0:00,5/7/2018,,
OTOKLAV,DMO,2018/083,5/3/2018,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,BÜYÜKÇEKMECE DEVLET HASTANESİ,İSTANBUL,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2018/01-027,55 GÜN,6/26/2018,,
OTOKLAV,DMO,2018/106,5/3/2018,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,BÜYÜKÇEKMECE DEVLET HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2018/01-028,55 GÜN,6/22/2018,,
OTOKLAV,DMO,2018/066,5/4/2018,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,BÜYÜKÇEKMECE DEVLET HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2018/01-029,56 GÜN,4/21/2018,,
OTOKLAV,DMO,2018/153,5/4/2018,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İPSALA DEVLET HASTANESİ,EDİRNE,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2018/01-030,50 GÜN,9/13/2018,,
OTOKLAV,DMO,2018/056,5/8/2018,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,AKSARAY,GOLDBERG 840 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2018/01-031,50 GÜN,,,
OTOKLAV,DMO,2018/061,5/8/2018,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,AKSARAY,GOLDBERG 840 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2018/01-032,50 GÜN,,,
OTOKLAV,İHALE,2018/090,5/8/2018,T.C. ATATÜRK ÜNİVERSİTESİ REKTÖRLÜĞÜ BAP,T.C. ATATÜRK ÜNİVERSİTESİ REKTÖRLÜĞÜ BAP,ERZURUM,STR 5510 S,250 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,250 LT,2018/01-033,150 GÜN,,,
OTOKLAV,DMO,2018/157,5/9/2018,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,ÇEŞME DEVLET HASTANESİ,İZMİR,GOLDBERG 840 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2018/01-034,50 GÜN,8/5/2018,,
OTOKLAV,DMO,2018/117,4/27/2018,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,FOÇA DEVLET HASTANESİ,İZMİR,ERS 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2018/01-035,51 GÜN,8/11/2018,,
OTOKLAV,ÖZEL,2018/165,5/16/2018,ALYANS MEDİKAL,ALYANS MEDİKAL,ANKARA,STR 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2018/01-036,52 GÜN,8/11/2018,,
OTOKLAV,ÖZEL,2018/169,5/26/2018,ADERANS TEKNİK TAAH.İNŞ.SAN.TİC.LTD.ŞTİ.,İSTANBUL MEDENİYET ÜNİVERSİTESİ,İSTANBUL,STR 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2018/01-037,53 GÜN,,,
OTOKLAV,DMO,2018/171,6/12/2018,DMO GENEL MÜDÜRLÜĞÜ,KEÇİÖREN EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,ERS 6613 S,550 LT TEK KALIPI OTOKLAV CİHAZI,550 LT,2018/01-038,54 GÜN,,,
OTOKLAV,DMO,2018/077,6/12/2018,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,KOZAN İLÇE SAĞLIK MÜDÜRLÜĞÜ-SAĞLIKLI HAYAT MERKEZİ,ADANA,ERS 75 V,75 LT OTOKLAV CİHAZI,75 LT,2018/01-039,50,6/26/2018,,
OTOKLAV,DMO,2018/101,6/12/2018,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,CEYHAN İLÇE SAĞLIK MÜDÜRLÜĞÜ-SAĞLIKLI HAYAT MERKEZİ,ADANA,ERS 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-040,55 GÜN,,,
OTOKLAV,YURTDIŞI,2018/173,6/18/2018,MİCHİELS SA,MİCHİELS SA,BELÇİKA,STR 4407 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2018/01-041,35,,,
OTOKLAV,YURTDIŞI,2018/174,6/18/2018,MİCHİELS SA,MİCHİELS SA,BELÇİKA,STR 4407 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2018/01-042,35,,,
OTOKLAV,YURTDIŞI,2018/175,6/18/2018,MİCHİELS SA,MİCHİELS SA,BELÇİKA,STR 4407 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2018/01-043,35,7/25/2018,,
OTOKLAV,YURTDIŞI,2018/176,6/18/2018,NI CONSULTİNG / MR. NİCU,NI CONSULTİNG / MR. NİCU,ROMANYA,STR 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2018/01-044,35,,,
OTOKLAV,YURTDIŞI,2018/177,6/18/2018,NI CONSULTİNG / MR. NİCU,NI CONSULTİNG / MR. NİCU,ROMANYA,STR 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2018/01-045,35,,,
OTOKLAV,YURTDIŞI,2018/178,6/18/2018,NI CONSULTİNG / MR. NİCU,NI CONSULTİNG / MR. NİCU,ROMANYA,STR 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2018/01-046,35,6/22/2018,,
OTOKLAV,DMO,2018/179,6/18/2018,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BANDIRMA DEVLET HASTANESİ,BALIKESİR,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2018/01-047,35,6/27/2018,,
OTOKLAV,DMO,2018/180,6/18/2018,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BANDIRMA DEVLET HASTANESİ,BALIKESİR,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2018/01-048,55 GÜN,5/31/2018,,
OTOKLAV,DMO,2018/181,6/18/2018,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BANDIRMA DEVLET HASTANESİ,BALIKESİR,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2018/01-049,55 GÜN,6/22/2018,,
OTOKLAV,DMO,2018/102,6/18/2018,DMO ERZURUM BÖLGE MÜDÜRLÜĞÜ,ARDAHAN DEVLET HASTANESİ,ARDAHAN,ERS 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-050,55 GÜN,6/28/2018,,
OTOKLAV,DMO,2018/103,6/18/2018,DMO ERZURUM BÖLGE MÜDÜRLÜĞÜ,ARDAHAN DEVLET HASTANESİ,ARDAHAN,ERS 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-051,55 GÜN,7/17/2018,,
OTOKLAV,YURTDIŞI,2018/183,6/21/2018,SİMAD ÜNİVERSİTESİ,SİMAD ÜNİVERSİTESİ,SOMALİ,GOLDBERG 250 D,250 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,250 LT,2018/01-052,35,7/17/2018,,
OTOKLAV,YURTDIŞI,2018/184,6/21/2018,SİMAD ÜNİVERSİTESİ,SİMAD ÜNİVERSİTESİ,SOMALİ,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2018/01-053,35,7/17/2018,,
OTOKLAV,DMO,2018/197,6/28/2018,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,CİDE DEVLET HASTANESİ,KASTOMU,ERS 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-054,50 GÜN,7/18/2018,,
OTOKLAV,ÖZEL,2018/199,6/29/2018,ÖZEL FSM TIP MERKEZİ,ÖZEL FSM TIP MERKEZİ,İSTANBUL,STR 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2018/01-055,20 GÜN,7/18/2018,,
OTOKLAV,ÖZEL,2018/201,6/30/2018,BİLKENT ÜNİVERSİTESİ FEN FAKÜLTESİ,BİLKENT ÜNİVERSİTESİ FEN FAKÜLTESİ,ANKARA,STR 6610 S,422 LT TEK KAPILI OTOKLAV CİHAZI,422 LT,2018/01-056,20 GÜN,7/18/2018,,
OTOKLAV,DMO,2018/205,7/6/2018,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,OKMEYDANI ADSM,İSTANBUL,GOLDBERG 840 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2018/01-058,50 GÜN,8/11/2018,,
OTOKLAV,YURTDIŞI,2018/207,7/10/2018,NI CONSULTİNG / MR. NİCU,NI CONSULTİNG / MR. NİCU,ROMANYA,STR 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2018/01-059,35,8/11/2018,,
OTOKLAV,YURTDIŞI,2018/208,7/10/2018,NI CONSULTİNG / MR. NİCU,NI CONSULTİNG / MR. NİCU,ROMANYA,STR 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2018/01-060,35,8/11/2018,,
OTOKLAV,YURTDIŞI,2018/210,7/13/2018,PT.MEGAH,PT.MEGAH,SİNGAPUR,STR 4410 S,160 LT TEK KAPILI OTOKLAV CİHAZI,160 LT,2018/01-061,35,7/1/2018,,
OTOKLAV,DMO,2018/211,7/23/2018,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ ,ANTALYA,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2018/01-062,55 GÜN,7/1/2018,,
OTOKLAV,DMO,2018/212,7/23/2018,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ ,ANTALYA,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2018/01-063,55 GÜN,8/16/2018,,
OTOKLAV,DMO,2018/084,7/24/2018,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,FİNİKE DEVLET HASTANESİ,ANTALYA,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2018/01-064,55 GÜN,7/18/2018,,
OTOKLAV,DMO,2018/215,7/24/2018,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,FİNİKE DEVLET HASTANESİ,ANTALYA,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2018/01-065,55 GÜN,7/18/2018,,
OTOKLAV,YURTDIŞI,2018/120,7/25/2018,MODERN MEDİCAL,MODERN MEDİCAL,IRAK,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2018/01-066,DERHAL,,,
OTOKLAV,ÖZEL,2018/247,9/13/2018,AVİCENNA HASTANESİ,AVİCENNA HASTANESİ,İSTANBUL,STR 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2018/01-067,20 GÜN,8/24/2018,,
OTOKLAV,DMO,2018/232,8/15/2018,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,BEYLİKDÜZÜ DEVLET HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2018/01-068,50 GÜN,7/18/2018,,
OTOKLAV,ÖZEL,2018/233,8/17/2018,MALTEPE ÜNİVERSİTESİ TIP FAKÜLTESİ,MALTEPE ÜNİVERSİTESİ TIP FAKÜLTESİ,İSTANBUL,STR 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2018/01-069,30 GÜN,7/18/2018,,
OTOKLAV,İHALE,2018/234,8/27/2018,KARABÜK İL SAĞLIK MÜDÜRLÜĞÜ,KARABÜK ADSM,KARABÜK,STR 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2018/01-070,30 GÜN,8/2/2018,,
OTOKLAV,İHALE,2018/235,8/29/2018,YUNUS EMRE DEVLET HASTANESİ,YUNUS EMRE DEVLET HASTANESİ,ESKİŞEHİR,STR 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2018/01-071,60 GÜN,9/15/2018,,
OTOKLAV,İHALE,2018/236,8/29/2018,YUNUS EMRE DEVLET HASTANESİ,YUNUS EMRE DEVLET HASTANESİ,ESKİŞEHİR,STR 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2018/01-072,60 GÜN,9/15/2018,,
OTOKLAV,DMO,2018/244,9/3/2018,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,YEŞİLYURT DEVLET HASTANESİ,MALATYA,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2018/01-073,55 GÜN,9/16/2018,,
OTOKLAV,DMO,2018/216,7/25/2018,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,HAYRABOLU DEVLET HASTANESİ,TEKİRDAĞ,ERS 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2018/01-074,55 GÜN,9/16/2018,,
OTOKLAV,YURTDIŞI,2018/248,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-075,35,8/13/2018,,
OTOKLAV,YURTDIŞI,2018/249,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-076,35,1/6/2019,,
OTOKLAV,YURTDIŞI,2018/250,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-077,35,,,
OTOKLAV,YURTDIŞI,2018/251,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-078,35,10/3/2018,,
OTOKLAV,YURTDIŞI,2018/252,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-079,35,9/16/2018,,
OTOKLAV,YURTDIŞI,2018/253,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-080,35,9/17/2018,,
OTOKLAV,YURTDIŞI,2018/254,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-081,35,10/29/2018,,
OTOKLAV,YURTDIŞI,2018/255,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-082,35,10/29/2018,,
OTOKLAV,YURTDIŞI,2018/256,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-083,35,,,
OTOKLAV,YURTDIŞI,2018/257,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-084,35,,,
OTOKLAV,YURTDIŞI,2018/258,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-085,35,10/27/2018,,
OTOKLAV,YURTDIŞI,2018/259,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-086,35,11/6/2018,,
OTOKLAV,YURTDIŞI,2018/260,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-087,35,,,
OTOKLAV,YURTDIŞI,2018/261,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-088,35,,,
OTOKLAV,YURTDIŞI,2018/262,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-089,35,,,
OTOKLAV,YURTDIŞI,2018/263,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-090,35,,,
OTOKLAV,YURTDIŞI,2018/264,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-091,35,,,
OTOKLAV,YURTDIŞI,2018/265,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-092,35,,,
OTOKLAV,YURTDIŞI,2018/266,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-093,35,,,
OTOKLAV,YURTDIŞI,2018/267,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-094,35,,,
OTOKLAV,YURTDIŞI,2018/268,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-095,35,,,
OTOKLAV,YURTDIŞI,2018/269,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-096,35,,,
OTOKLAV,YURTDIŞI,2018/270,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-097,35,,,
OTOKLAV,YURTDIŞI,2018/271,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-098,35,,,
OTOKLAV,YURTDIŞI,2018/272,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-099,35,,,
OTOKLAV,YURTDIŞI,2018/273,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-100,35,,,
OTOKLAV,YURTDIŞI,2018/274,9/19/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2018/01-101,35,,,
