DMO-ÖZEL-İHALE-DEMO,SİPARİŞ NO/İŞ EMRİ NO/TEKLİF NO,SİPARİŞ TARİHİ,SİPARİŞİ VEREN/2018,KURULUM YERİ /2018,İL,ÜRÜN MODELİ,ÜRÜN ADI,LİTRE,SERİ NO,"TESLİM 
SÜRESİ",TESLİM TARİHİ
ÖZEL,2020/011,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-011,2020-02-01 00:00:00,
ÖZEL,2020/012,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-012,2020-02-01 00:00:00,
ÖZEL,2020/013,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-013,2020-02-01 00:00:00,
ÖZEL,2020/014,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-014,2020-02-01 00:00:00,
ÖZEL,2020/015,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-015,2020-02-01 00:00:00,
ÖZEL,2020/016,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-016,2020-02-01 00:00:00,
ÖZEL,2020/017,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-017,2020-02-01 00:00:00,
ÖZEL,2020/018,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-018,2020-02-01 00:00:00,
ÖZEL,2020/019,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-019,2020-02-01 00:00:00,
ÖZEL,2020/020,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-020,2020-02-01 00:00:00,
ÖZEL,2020/021,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-021,2020-02-01 00:00:00,
ÖZEL,2020/022,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-022,2020-02-01 00:00:00,
ÖZEL,2020/023,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-023,2020-02-01 00:00:00,
ÖZEL,2020/024,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-024,2020-02-01 00:00:00,
ÖZEL,2020/025,2019-12-17 00:00:00,ADAY GRUP,ETİYOPYA,ETİYOPYA,GOLDBERG 100 V,100 LT DİK TİP OTOKLAV CİHAZI,100 LT,2020/01-025,2020-02-01 00:00:00,
İHALE,2020/033,2020-01-22 00:00:00,NAZİLLİ DEVLET HASTANESİ,NAZİLLİ DEVLET HASTANESİ,AYDIN,STR 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-026,2020-03-08 00:00:00,
YURTDIŞI,2020/030,2020-02-17 00:00:00,M-TECH LTD,M-TECH LTD,GÜRCİSTAN,GOLDBERG 422 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2020/01-027,2020-02-18 00:00:00,
YURTDIŞI,2020/043,2020-02-03 00:00:00,MED İNSPİRE TEKNOLOGİES,MED İNSPİRE TEKNOLOGİES,ÖZBEKİSTAN,GOLDBERG 160 D,160 LT ÇİFT KAPILI OTOKLAV CİHAZI,160 LT,2020/01-028,2020-03-03 00:00:00,
YURTDIŞI,2020/044,2020-02-03 00:00:00,MED İNSPİRE TEKNOLOGİES,MED İNSPİRE TEKNOLOGİES,ÖZBEKİSTAN,GOLDBERG 160 D,160 LT ÇİFT KAPILI OTOKLAV CİHAZI,160 LT,2020/01-029,2020-03-03 00:00:00,
YURTDIŞI,2020/047,2020-08-17 00:00:00,VİTTA MEDİCAL,VİTTA MEDİCAL,AZERBEYCAN,GOLDBERG 75 V,75 LT VAKUMLU DİK TİP OTOKLAV CİHAZI,75 LT,2020/01-030,2020-08-23 00:00:00,
YURTDIŞI,2020/050,2020-02-11 00:00:00,IBS PHARMACEUTİCALS,IBS PHARMACEUTİCALS,PAKİSTAN,GOLDBERG 75,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2020/01-031,DERHAL,
YURTDIŞI,2020/051,2020-02-11 00:00:00,IBS PHARMACEUTİCALS,IBS PHARMACEUTİCALS,PAKİSTAN,GOLDBERG 75,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2020/01-032,DERHAL,
DMO,2020/081,2019-12-20 00:00:00,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,ADANA CEYHAN DEVLET HASTANESİ,ADANA,ERS 7715 D,840 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,840 LT,2020/01-033,2020-02-22 00:00:00,
ÖZEL,2020/063,2020-02-17 00:00:00,ÖZEL AKHİSAR TEŞHİS TEDAVİ,ÖZEL AKHİSAR TEŞHİS TEDAVİ,MANİSA,STR 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2020/01-034,2020-02-18 00:00:00,
DMO,2020/068,2020-02-17 00:00:00,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,MERSİN SİLİFKE DEVLET HASTANESİ,MERSİN,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-035,2020-04-21 00:00:00,
YURTDIŞI,2020/075,2020-11-27 00:00:00,ALKHAYAL HOSPİTAL,ALKHAYAL HOSPİTAL,IRAK,GOLDBERG 300 S,300 LT TEK KAPILI OTOKLAV CİHAZI,300 LT,2020/01-036,2020-12-11 00:00:00,
DMO,2020/061,2020-02-14 00:00:00,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,AZEZ VATAN HASTANESİ,KİLİS,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2019/01-109,2020-04-18 00:00:00,
ÖZEL,2020/070,2020-11-02 00:00:00,KAPADOKYA ÜNİVERSİTESİ,KAPADOKYA ÜNİVERSİTESİ,İSTANBUL,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-037,2020-11-04 00:00:00,
YURTDIŞI,2020/087,2020-02-29 00:00:00,TARGET MED,TARGET MED,MISIR,GOLDBERG 160 S,160 LT TEK KAPILI OTOKLAV CİHAZI,160 LT,2020/01-038,2020-03-07 00:00:00,
DMO,2020/031,2020-02-26 00:00:00,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,AKKUŞ DEVLET HASTANESİ,ORDU,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-039,2020-04-24 00:00:00,
YURTDIŞI,2020/084,2020-02-29 00:00:00,TARGET MED,TARGET MED,MISIR,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-040,2020-03-07 00:00:00,
YURTDIŞI,2020/085,2020-02-29 00:00:00,TARGET MED,TARGET MED,MISIR,GOLDBERG 75 V,75 LT VAKUMLU DİK TİP OTOKLAV CİHAZI,75 LT,2020/01-041,2020-03-07 00:00:00,
DMO,2020/064,2020-03-02 00:00:00,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,UŞAK EĞİTİM VE ARAŞTIRMA HASTANESİ,UŞAK,TKF 840 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-042,2020-04-30 00:00:00,
ÖZEL,2020/080,.,ANADOLU BİRLİK HOLDİNG A.Ş.,ÇUMRA ŞEKER ENTEGRE TESİSLERİ,KONYA,STR 6610 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-043,2020-03-19 00:00:00,
ÖZEL,2019/328,2020-03-14 00:00:00,CAN KAPTAN,CAN KAPTAN,YALOVA,STR 7715 D,840 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,840 LT,2020/01-044,2020-03-25 00:00:00,
YURTDIŞI,2019/241,2020-03-17 00:00:00,ZARMED HOSPİTAL,ZARMED HOSPİTAL,ÖZBEKİSTAN,GOLDBERG 250 D,250 LT ÇİFT KAPILI OTOKLAV CİHAZI,250 LT,2020/01-045,11..04.2020,
YURTDIŞI,2020/082,2020-06-04 00:00:00,TARGET MED,TARGET MED,MISIR,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2019/01-046,2020-06-06 00:00:00,
YURTDIŞI,2019/174,2020-03-17 00:00:00,ZARMED HOSPİTAL,ZARMED HOSPİTAL,ÖZBEKİSTAN,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-046,11..04.2020,
YURTDIŞI,2020/106,2020-03-17 00:00:00,AL AZHER PRİVATE HOSPİTAL,AL AZHER PRİVATE HOSPİTAL,IRAK,GOLDBERG 250 D,250 LT ÇİFT KAPILI OTOKLAV CİHAZI,250 LT,2020/01-047,2020-04-16 00:00:00,
YURTDIŞI,2020/107,2020-03-17 00:00:00,AL AZHER PRİVATE HOSPİTAL,AL AZHER PRİVATE HOSPİTAL,IRAK,GOLDBERG 250 S,250 LT TEK KAPILI OTOKLAV CİHAZI,250 LT,2020/01-048,2020-04-16 00:00:00,
YURTDIŞI,2020/088,2020-03-18 00:00:00,MODERN MEDİCAL,MODERN MEDİCAL,IRAK,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-049,2020-03-20 00:00:00,
YURTDIŞI,2019/215,2020-03-18 00:00:00,MODERN MEDİCAL,MODERN MEDİCAL,IRAK,GOLDBERG 200 S,200 LT TEK KAPILI OTOKLAV CİHAZI,200 LT,2020/01-050,2020-03-20 00:00:00,
HİBE,2018/242,2020-03-24 00:00:00,HALK SAĞLIĞI HIFZISIHA,HALK SAĞLIĞI HIFZISIHA,ANKARA,STR 75 V,75 LT VAKUMLU DİK TİP OTOKLAV CİHAZI,75 LT,2020/01-051,2020-03-24 00:00:00,
YURTDIŞI,2020/116,2020-03-31 00:00:00,NİCU,NİCU,ROMANYA,STR 7717 D,1000 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,1000 LT,2020/01-052,2020-04-20 00:00:00,
YURTDIŞI,2020/073,2020-03-31 00:00:00,NİCU,NİCU,ROMANYA,STR 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-053,2020-04-20 00:00:00,
DMO,2020/067,2020-03-31 00:00:00,DMO GENEL MÜDÜRLÜĞÜ,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,ANKARA,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-054,2020-06-03 00:00:00,
DMO,2019/314,2020-03-31 00:00:00,DMO BÖLGE MÜDÜRLÜĞÜ,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,ANKARA,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-055,2020-06-03 00:00:00,
DMO,2019/320,2020-04-08 00:00:00,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SALI PAZARI DEVLET HASTANESİ,SAMSUN,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-056,2020-06-11 00:00:00,
YURTDIŞI,2020/119,2020-04-08 00:00:00,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-057,2020-06-01 00:00:00,
YURTDIŞI,2020/120,2020-04-08 00:00:00,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-058,2020-06-01 00:00:00,
YURTDIŞI,2020/121,2020-04-08 00:00:00,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-059,2020-06-01 00:00:00,
YURTDIŞI,2020/122,2020-04-08 00:00:00,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-060,2020-06-01 00:00:00,
YURTDIŞI,2020/123,2020-04-08 00:00:00,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-061,2020-06-01 00:00:00,
YURTDIŞI,2020/124,2020-04-08 00:00:00,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-062,2020-06-01 00:00:00,
YURTDIŞI,2020/125,2020-04-08 00:00:00,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-063,2020-06-01 00:00:00,
DMO,2019/316,2020-04-09 00:00:00,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BALIKESİR İVRİNDİ DEVLET HASTANESİ,BALIKESİR,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-064,2020-06-07 00:00:00,
ÖZEL,2019/313,2020-04-20 00:00:00,KULVAR MEDİKAL SAĞLIK HİZMETLERİ LTD.ŞTİ.,AHLAT DEVLET HASTANESİ,BİTLİS,STR 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-065,2020-05-05 00:00:00,
İHALE,2019/323,2020-04-22 00:00:00,NEVŞEHİR ADSM,NEVŞEHİR ADSM,NEVŞEHİR,TKF 422 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2020/01-066,2020-05-22 00:00:00,
DMO,2020/143,2020-04-29 00:00:00,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-067,2020-05-10 00:00:00,
DMO,2020/144,2020-04-29 00:00:00,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-068,2020-05-10 00:00:00,
DMO,2020/145,2020-04-29 00:00:00,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-069,2020-05-10 00:00:00,
DMO,2020/146,2020-04-29 00:00:00,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-070,2020-05-10 00:00:00,
DMO,2020/147,2020-04-29 00:00:00,DMO GENEL MÜDÜRLÜĞÜ,ŞIRNAK KADIN DOĞUM VE ÇOCUK HASTALIKLARI HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-071,2020-05-10 00:00:00,
DMO,2019/312,2020-05-22 00:00:00,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,PROF.DR.A.İLHAN ÖZDEMİR EĞİTİM VE ARAŞTIRMA HASTANESİ,GİRESUN,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-072,2020-07-20 00:00:00,
DMO,2020/191,2020-05-27 00:00:00,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN EĞİTİM VE ARAŞTIRMA HASTANESİ,SAMSUN,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-073,2020-07-30 00:00:00,
DMO,2020/192,2020-05-27 00:00:00,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN EĞİTİM VE ARAŞTIRMA HASTANESİ,SAMSUN,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-074,2020-07-30 00:00:00,
YURTDIŞI,2019/245,2020-05-28 00:00:00,MAX MEDİCA COMPANY,MAX MEDİCA COMPANY,IRAK,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-075,2020-06-28 00:00:00,
YURTDIŞI,2020/193,2020-05-30 00:00:00,3G COM,3G COM,FAS,GOLDBERG 250 D,250 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,250 LT,2020/01-076,2020-06-15 00:00:00,
YURTDIŞI,2020/195,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-077,2020-07-14 00:00:00,
YURTDIŞI,2020/196,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-078,2020-07-14 00:00:00,
YURTDIŞI,2020/197,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-079,2020-07-14 00:00:00,
YURTDIŞI,2020/198,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-080,2020-07-14 00:00:00,
YURTDIŞI,2020/199,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-081,2020-07-14 00:00:00,
YURTDIŞI,2020/200,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-082,2020-07-14 00:00:00,
YURTDIŞI,2020/201,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-083,2020-07-14 00:00:00,
YURTDIŞI,2020/202,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-084,2020-07-14 00:00:00,
YURTDIŞI,2020/203,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-085,2020-07-14 00:00:00,
YURTDIŞI,2020/204,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-086,2020-07-14 00:00:00,
YURTDIŞI,2020/205,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-087,2020-07-14 00:00:00,
YURTDIŞI,2020/206,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-088,2020-07-14 00:00:00,
YURTDIŞI,2020/207,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-089,2020-07-14 00:00:00,
YURTDIŞI,2020/208,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-090,2020-07-14 00:00:00,
YURTDIŞI,2020/209,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-091,2020-07-14 00:00:00,
YURTDIŞI,2020/210,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-092,2020-07-14 00:00:00,
YURTDIŞI,2020/211,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-093,2020-07-14 00:00:00,
YURTDIŞI,2019/233,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-094,2020-07-14 00:00:00,
YURTDIŞI,2020/213,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-095,2020-07-14 00:00:00,
YURTDIŞI,2020/214,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-096,2020-07-14 00:00:00,
YURTDIŞI,2020/215,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-097,2020-07-14 00:00:00,
YURTDIŞI,2020/216,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-098,2020-07-14 00:00:00,
YURTDIŞI,2020/217,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-099,2020-07-14 00:00:00,
YURTDIŞI,2020/218,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-100,2020-07-14 00:00:00,
YURTDIŞI,2020/219,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-101,2020-07-14 00:00:00,
YURTDIŞI,2020/220,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-102,2020-07-14 00:00:00,
YURTDIŞI,2020/221,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-103,2020-07-14 00:00:00,
YURTDIŞI,2020/222,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-104,2020-07-14 00:00:00,
YURTDIŞI,2020/223,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-105,2020-07-14 00:00:00,
YURTDIŞI,2020/224,2020-06-04 00:00:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-106,2020-07-14 00:00:00,
