siparis_tarihi,teslim_suresi,teslim_tarihi,irsaliye_tarihi
10/12/2019,0,10/12/2019 0:00,
11/5/2019,26,12/1/2019 0:00,
11/5/2019,26,12/1/2019 0:00,
11/5/2019,26,12/1/2019 0:00,
11/5/2019,26,12/1/2019 0:00,
11/5/2019,26,12/1/2019 0:00,
11/5/2019,26,12/1/2019 0:00,
11/5/2019,26,12/1/2019 0:00,
11/5/2019,26,12/1/2019 0:00,
11/6/2019,25,12/1/2019 0:00,
11/22/2019,1,11/23/2019 0:00,
11/22/2019,1,11/23/2019 0:00,
11/22/2019,1,11/23/2019 0:00,
12/3/2019,7,12/10/2019 0:00,
12/3/2019,7,12/10/2019 0:00,
11/22/2019,59,1/20/2020 0:00,
12/19/2019,1,12/20/2019 0:00,
12/13/2019,59,2/10/2020 0:00,
12/13/2019,1,12/14/2019 0:00,
12/23/2019,31,1/23/2020 0:00,
12/25/2019,2,12/27/2019 0:00,
2/25/2020,7,3/3/2020 0:00,
2/28/2020,15,2/28/2020 0:00,
3/9/2020,15,3/9/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
6/8/2020,2020/02-048 IRAKTI STOK OLDU,6/20/2020 0:00,
12/14/2020,15,12/14/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
12/10/2019,15,8/10/2020 0:00,
12/10/2019,15,8/10/2020 0:00,
3/13/2020,,,
4/13/2020,27,5/10/2020 0:00,
5/21/2020,30,DERHAL,
4/16/2020,,,
4/16/2020,,,
5/21/2020,30,DERHAL,
4/16/2020,64,6/19/2020 0:00,
4/16/2020,64,6/19/2020 0:00,
4/16/2020,64,6/19/2020 0:00,
4/16/2020,64,6/19/2020 0:00,
12/10/2019,60,8/10/2020 0:00,
12/10/2019,60,8/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
4/29/2020,11,5/10/2020 0:00,
9/25/2020,2,9/27/2020 0:00,
9/7/2020,30,10/7/2020 0:00,
6/10/2020,,,
6/10/2020,,,
7/27/2020,92,10/27/2020 0:00,
8/4/2020,7,8/11/2020 0:00,
8/4/2020,7,8/11/2020 0:00,
8/4/2020,7,8/11/2020 0:00,
8/4/2020,7,8/11/2020 0:00,
8/4/2020,7,8/11/2020 0:00,
8/4/2020,7,8/11/2020 0:00,
8/4/2020,7,8/11/2020 0:00,
9/21/2020,11,10/2/2020 0:00,
9/21/2020,11,10/2/2020 0:00,
9/21/2020,11,10/2/2020 0:00,
9/21/2020,11,10/2/2020 0:00,
9/21/2020,11,10/2/2020 0:00,
9/21/2020,11,10/2/2020 0:00,
9/22/2020,SERVİSİN MASASI YERİNE YENİ BİNASI İÇİN DEMO OLARAK BIRAKILDI,,
10/27/2020,15,10/2/2020 0:00,
10/7/2020,,,
10/7/2020,,,
10/7/2020,,,
10/7/2020,,,
10/7/2020,,,
10/7/2020,,,
10/7/2020,,,
10/7/2020,,,
1/4/2021,16,1/20/2021,
1/7/2021,5,1/12/2021,
1/7/2021,16,1/23/2021,
1/7/2021,16,1/23/2021,
1/7/2021,16,1/23/2021,
1/7/2021,16,1/23/2021,
1/7/2021,16,1/23/2021,
2/2/2021,,2/2/2021,
2/4/2021,19,2/23/2021,
2/12/2021,37,3/21/2021,
2/12/2021,37,3/21/2021,
2/18/2021,59,4/18/2021,
5/3/2021,1,5/4/2021,
9/10/2021,3,9/13/2021,
2/11/2021,,,
9/10/2021,3,9/13/2021,
5/18/2021,64,7/21/2021,
11/4/2021,59,1/2/2022,
11/16/2021,8,11/24/2021,
6/17/2021,2,6/19/2021,
2/12/2021,37,3/21/2021,
2/12/2021,37,3/21/2021,
2/12/2021,37,3/21/2021,
4/16/2021,26,5/12/2021,
9/21/2021,0,9/21/2021,
9/14/2021,30,10/14/2021,
9/10/2021,3,9/13/2021,
9/24/2021,69,12/2/2021,
9/29/2021,31,10/30/2021,
10/20/2021,31,11/20/2021,
9/10/2021,3,9/13/2021,
3/10/2021,,,
3/10/2021,,,
4/6/2021,64,6/9/2021,
4/6/2021,64,6/9/2021,
9/10/2021,3,9/13/2021,
9/24/2021,69,12/2/2021,
9/24/2021,69,12/2/2021,
4/8/2021,238,12/2/2021,
4/8/2021,238,12/2/2021,
4/8/2021,238,12/2/2021,
4/8/2021,238,12/2/2021,
4/8/2021,238,12/2/2021,
4/8/2021,238,12/2/2021,
9/10/2021,3,9/13/2021,
9/10/2021,3,9/13/2021,
4/8/2021,,,
4/10/2021,cihaz geri geldi.,4/10/2021,
9/7/2021,23,9/30/2021,
7/27/2021,14,8/10/2021,
7/27/2021,14,8/10/2021,
7/30/2021,7,8/6/2021,
9/8/2021,64,11/11/2021,
9/8/2021,64,11/11/2021,
9/8/2021,64,11/11/2021,
9/21/2021,59,11/19/2021,
10/20/2021,,10/21/2021,
11/1/2021,69,1/9/2022,
11/1/2021,69,1/9/2022,
11/1/2021,69,1/9/2022,
11/1/2021,69,1/9/2022,
11/1/2021,69,1/9/2022,
11/1/2021,69,1/9/2022,
11/22/2021,59,1/20/2022,
12/9/2021,64,2/11/2022,
12/9/2021,64,2/11/2022,
12/9/2021,,,
1/24/2023,33,2/26/2023,
1/13/2022,10,1/23/2022,
2/3/2022,30,3/5/2022,
5/18/2022,30,6/17/2022,
4/7/2022,30,5/7/2022,
6/8/2022,60,8/7/2022,
3/4/2022,60,5/3/2022,
6/14/2022,30,7/14/2022,
6/14/2022,17,7/1/2022,
4/8/2022,60,6/7/2022,
6/14/2022,17,7/1/2022,
6/22/2022,65,8/26/2022,
6/22/2022,65,8/26/2022,
6/22/2022,65,8/26/2022,
9/13/2022,9,9/22/2022,
6/22/2022,65,8/26/2022,
6/29/2022,2,7/1/2022,
6/22/2022,65,8/26/2022,
6/29/2022,2,7/1/2022,
6/29/2022,2,7/1/2022,
5/27/2022,3,5/30/2022,
5/13/2022,60,7/12/2022,
6/6/2022,65,8/10/2022,
6/6/2022,65,8/10/2022,
6/6/2022,65,8/10/2022,
8/25/2022,65,10/29/2022,
8/4/2022,60,10/3/2022,
8/10/2022,60,10/9/2022,
8/10/2022,60,10/9/2022,
11/3/2022,27,11/30/2022,
11/16/2022,30,12/16/2022,
10/24/2022,30,11/23/2022,
8/11/2022,0,8/11/2022,
8/17/2022,22,9/8/2022,
8/17/2022,22,9/8/2022,
8/17/2022,22,9/8/2022,
8/17/2022,22,9/8/2022,
8/17/2022,22,9/8/2022,
8/17/2022,22,9/8/2022,
8/17/2022,22,9/8/2022,
9/30/2022,60,11/29/2022,
10/10/2022,14,10/24/2022,
10/13/2022,5,10/18/2022,
11/4/2022,65,1/8/2023,
11/4/2022,65,1/8/2023,
11/3/2022,27,11/30/2022,
11/11/2022,19,11/30/2022,
1/16/2023,,2/6/2023,
1/18/2023,,1/31/2023,
3/28/2023,65 GÜN,6/1/2023,
3/28/2023,65 GÜN,6/1/2023,
5/2/2023,60 GÜN,7/1/2023,
5/8/2023,65 GÜN,7/12/2023,
3/31/2023,,6/4/2023,
2/16/2023,,2/28/2023,
3/31/2023,,6/4/2023,
3/31/2023,,6/4/2023,
4/26/2023,,4/26/2023,
4/26/2023,,,
4/26/2023,,,
5/2/2023,70 GÜN,7/11/2023,
5/2/2023,70 GÜN,7/11/2023,
5/2/2023,70 GÜN,7/11/2023,
5/2/2023,70 GÜN,7/11/2023,
5/2/2023,70 GÜN,7/11/2023,
5/2/2023,70 GÜN,7/11/2023,
5/2/2023,70 GÜN,7/11/2023,
5/2/2023,70 GÜN,7/11/2023,
5/2/2023,70 GÜN,7/11/2023,
5/8/2023,65 GÜN,7/12/2023,
5/8/2023,65 GÜN,7/12/2023,
6/16/2023,70 GÜN,8/25/2023,
6/16/2023,70 GÜN,8/25/2023,
6/16/2023,70 GÜN,8/25/2023,
6/16/2023,70 GÜN,8/25/2023,
6/16/2023,70 GÜN,8/25/2023,
6/16/2023,70 GÜN,8/25/2023,
6/16/2023,70 GÜN,8/25/2023,
6/16/2023,70 GÜN,8/25/2023,
7/4/2023,,7/12/2023,
7/4/2023,,7/12/2023,
7/18/2023,,8/17/2023,
7/19/2023,,8/17/2023,
10/10/2023,70 GÜN,12/19/2023,
8/31/2023,,9/4/2023,
6/13/2023,30 GÜN,7/13/2023,
6/13/2023,30 GÜN,7/13/2023,
10/9/2023,60 GÜN,12/8/2023,
10/10/2023,70 GÜN,12/19/2023,
10/10/2023,70 GÜN,12/19/2023,
10/10/2023,70 GÜN,12/19/2023,
9/15/2023,,9/20/2023,
10/10/2023,70 GÜN,12/19/2023,
10/10/2023,70 GÜN,12/19/2023,
10/10/2023,70 GÜN,12/19/2023,
11/15/2023,60 GÜN,1/14/2024,
9/12/2023,,,
12/6/2023,70 GÜN,2/14/2024,
12/6/2023,70 GÜN,2/14/2024,
12/6/2023,70 GÜN,2/14/2024,
12/6/2023,70 GÜN,2/14/2024,
12/6/2023,70 GÜN,2/14/2024,
12/6/2023,70 GÜN,2/14/2024,
12/6/2023,70 GÜN,2/14/2024,
12/6/2023,70 GÜN,2/14/2024,
10/11/2023,,,
10/11/2023,,,
10/11/2023,,,
11/6/2023,60 GÜN,1/5/2024,
11/7/2023,,,
11/7/2023,,,
11/7/2023,,,
11/7/2023,,,
11/7/2023,,,
11/7/2023,,,
11/7/2023,,,
11/28/2023,,,
11/28/2023,,,
11/28/2023,,,
11/28/2023,,,
1/16/2023,65 GÜN,2/6/2023,
1/18/2023,66 GÜN,1/31/2023,
3/28/2023,65 GÜN,6/1/2023,
3/28/2023,65 GÜN,6/1/2023,
5/2/2023,60 GÜN,7/1/2023,
5/8/2023,65 GÜN,7/12/2023,
3/31/2023,70 GÜN,6/4/2023,
2/16/2023,70 GÜN,2/28/2023,
3/31/2023,70 GÜN,6/4/2023,
3/31/2023,70 GÜN,6/4/2023,
4/26/2023,70 GÜN,4/26/2023,
5/2/2023,70 GÜN,7/11/2023,
5/2/2023,70 GÜN,7/11/2023,
5/2/2023,70 GÜN,7/11/2023,
5/2/2023,70 GÜN,7/11/2023,
5/2/2023,70 GÜN,7/11/2023,
5/2/2023,70 GÜN,7/11/2023,
5/2/2023,70 GÜN,7/11/2023,
5/8/2023,65 GÜN,7/12/2023,
5/8/2023,65 GÜN,7/12/2023,
6/16/2023,70 GÜN,8/25/2023,
6/16/2023,70 GÜN,8/25/2023,
6/16/2023,70 GÜN,8/25/2023,
6/16/2023,70 GÜN,8/25/2023,
6/16/2023,70 GÜN,8/25/2023,
6/16/2023,70 GÜN,8/25/2023,
6/16/2023,70 GÜN,8/25/2023,
6/16/2023,70 GÜN,8/25/2023,
7/4/2023,70 GÜN,7/12/2023,
7/4/2023,70 GÜN,7/12/2023,
7/18/2023,70 GÜN,8/17/2023,
7/19/2023,70 GÜN,8/17/2023,
10/10/2023,70 GÜN,12/19/2023,
8/31/2023,71 GÜN,9/4/2023,
6/13/2023,30 GÜN,7/13/2023,
6/13/2023,30 GÜN,7/13/2023,
10/9/2023,60 GÜN,12/8/2023,
10/10/2023,70 GÜN,12/19/2023,
10/10/2023,70 GÜN,12/19/2023,
10/10/2023,70 GÜN,12/19/2023,
9/15/2023,,9/20/2023,
10/10/2023,70 GÜN,12/19/2023,
10/10/2023,70 GÜN,12/19/2023,
10/10/2023,70 GÜN,12/19/2023,
11/15/2023,60 GÜN,1/14/2024,
12/6/2023,70 GÜN,2/14/2024,
12/6/2023,70 GÜN,2/14/2024,
12/6/2023,70 GÜN,2/14/2024,
12/6/2023,70 GÜN,2/14/2024,
12/6/2023,70 GÜN,2/14/2024,
12/6/2023,70 GÜN,2/14/2024,
11/6/2023,60 GÜN,1/5/2024,
2/20/2024,60 GÜN,,
1/19/2024,60 GÜN,,
9/2/2024,60 GÜN,7/13/2024,
1/25/2024,60 GÜN,,
1/25/2024,60 GÜN,,
1/25/2024,60 GÜN,,
2/14/2024,60 GÜN,,
2/14/2024,60 GÜN,,
2/14/2024,60 GÜN,,
2/14/2024,60 GÜN,,
2/14/2024,60 GÜN,,
2/14/2024,60 GÜN,,
2/20/2024,60 GÜN,4/20/2024,
12/7/2022,60 GÜN,5/10/2024,
8/16/2024,60 GÜN,8/17/2024,
5/2/2024,60 GÜN,,
4/19/2024,60 GÜN,6/18/2024,
3/11/2024,60 GÜN,5/10/2024,
11/28/2023,60 GÜN,5/10/2024,
11/28/2023,60 GÜN,5/10/2024,
11/28/2023,60 GÜN,5/10/2024,
5/2/2024,60 GÜN,,
5/2/2024,60 GÜN,,
5/2/2024,60 GÜN,,
5/2/2024,60 GÜN,,
5/2/2024,60 GÜN,,
5/2/2024,60 GÜN,,
5/2/2024,60 GÜN,,
7/30/2024,60 GÜN,8/5/2024,
8/9/2024,60 GÜN,8/10/2024,
7/30/2024,60 GÜN,8/5/2024,
9/6/2024,60 GÜN,11/5/2024,
9/19/2024,60 GÜN,9/25/2024,
9/17/2024,60 GÜN,,
1/4/2018,30,,
12/28/2017,100 GÜN,6/22/2018,
12/25/2017,20,,
1/22/2018,20,,
1/29/2018,20,,
1/5/2018,20,,
2/6/2018,20,,
1/5/2018,20,6/22/2018,
1/29/2018,20,,
1/5/2018,20,,
2/12/2018,20,4/19/2018,
2/22/2018,20,,
2/27/2018,20,,
2/27/2018,20,,
3/1/2018,50 GÜN,,
3/3/2018,55 GÜN,,
3/9/2018,50 GÜN,,
3/12/2018,1/30/1900 0:00,4/6/2018,
3/14/2018,55 GÜN,4/25/2018,
3/14/2018,55 GÜN,,
3/22/2018,30 GÜN,8/5/2018,
4/11/2018,DERHAL,4/27/2018,
4/3/2018,5/27/2018 0:00,,
4/3/2018,5/27/2018 0:00,,
4/20/2018,5/9/2018 0:00,5/7/2018,
4/27/2018,6/15/2018 0:00,5/7/2018,
5/3/2018,55 GÜN,6/26/2018,
5/3/2018,55 GÜN,6/22/2018,
5/4/2018,56 GÜN,4/21/2018,
5/4/2018,50 GÜN,9/13/2018,
5/8/2018,50 GÜN,,
5/8/2018,50 GÜN,,
5/8/2018,150 GÜN,,
5/9/2018,50 GÜN,8/5/2018,
4/27/2018,51 GÜN,8/11/2018,
5/16/2018,52 GÜN,8/11/2018,
5/26/2018,53 GÜN,,
6/12/2018,54 GÜN,,
6/12/2018,50,6/26/2018,
6/12/2018,55 GÜN,,
6/18/2018,35,,
6/18/2018,35,,
6/18/2018,35,7/25/2018,
6/18/2018,35,,
6/18/2018,35,,
6/18/2018,35,6/22/2018,
6/18/2018,35,6/27/2018,
6/18/2018,55 GÜN,5/31/2018,
6/18/2018,55 GÜN,6/22/2018,
6/18/2018,55 GÜN,6/28/2018,
6/18/2018,55 GÜN,7/17/2018,
6/21/2018,35,7/17/2018,
6/21/2018,35,7/17/2018,
6/28/2018,50 GÜN,7/18/2018,
6/29/2018,20 GÜN,7/18/2018,
6/30/2018,20 GÜN,7/18/2018,
7/6/2018,50 GÜN,8/11/2018,
7/10/2018,35,8/11/2018,
7/10/2018,35,8/11/2018,
7/13/2018,35,7/1/2018,
7/23/2018,55 GÜN,7/1/2018,
7/23/2018,55 GÜN,8/16/2018,
7/24/2018,55 GÜN,7/18/2018,
7/24/2018,55 GÜN,7/18/2018,
7/25/2018,DERHAL,,
9/13/2018,20 GÜN,8/24/2018,
8/15/2018,50 GÜN,7/18/2018,
8/17/2018,30 GÜN,7/18/2018,
8/27/2018,30 GÜN,8/2/2018,
8/29/2018,60 GÜN,9/15/2018,
8/29/2018,60 GÜN,9/15/2018,
9/3/2018,55 GÜN,9/16/2018,
7/25/2018,55 GÜN,9/16/2018,
9/19/2018,35,8/13/2018,
9/19/2018,35,1/6/2019,
9/19/2018,35,,
9/19/2018,35,10/3/2018,
9/19/2018,35,9/16/2018,
9/19/2018,35,9/17/2018,
9/19/2018,35,10/29/2018,
9/19/2018,35,10/29/2018,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,10/27/2018,
9/19/2018,35,11/6/2018,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,35,,
9/19/2018,3 HAFTA,,
9/24/2018,7 GÜN,,
9/26/2018,20 GÜN,,
10/12/2018,50 GÜN,,
10/23/2018,20 GÜN,,
10/31/2018,15 GÜN,,
11/13/2018,30 GÜN,,
11/13/2018,15GÜN,,
11/14/2018,60 GÜN,,
11/15/2018,50 GÜN,,
12/20/2018,51 GÜN,,
11/15/2018,55 GÜN,10/10/2018,
11/16/2018,20 GÜN,10/2/2018,
11/16/2018,20 GÜN,10/16/2018,
12/1/2018,29 GÜN,12/1/2018,
12/1/2018,30 GÜN,11/12/2018,
12/6/2018,30 GÜN,,
12/6/2018,30 GÜN,11/15/2018,
12/24/2018,15 GÜN,12/13/2018,
1/5/2018,16 GÜN,11/28/2018,
1/23/2018,17 GÜN,1/12/2019,
8/30/2018,18 GÜN,1/1/2019,
3/15/2019,54,,
1/2/2019,26,,
1/10/2019,15,,
1/28/2019,14,,
2/19/2019,28,,
1/28/2019,50,,
2/8/2019,28,,
2/12/2019,139,,
8/23/2019,54,,
4/24/2019,54,,
5/11/2019,4,,
3/15/2019,54,,
6/27/2019,54,,
2/22/2019,54,,
7/19/2019,13,,
2/22/2019,54,,
11/12/2019,23,,
11/5/2019,14,,
11/5/2019,64,,
11/5/2019,64,,
2/15/2019,54,,
3/13/2019,29,,
3/21/2019,28,,
3/21/2019,28,,
4/15/2019,5,,
4/15/2019,6,,
4/27/2019,37,,
4/27/2019,37,,
5/8/2019,43,,
5/8/2019,24,,
5/8/2019,24,,
5/11/2019,19,,
5/16/2019,15,,
5/16/2019,16,,
6/27/2019,54,,
5/20/2019,1,,
5/21/2019,49,,
11/11/2019,59,,
7/23/2019,16,,
5/29/2019,31,,
5/30/2019,54,,
5/30/2019,54,,
5/31/2019,54,,
5/31/2019,54,,
5/31/2019,54,,
5/31/2019,54,,
12/16/2019,4,,
7/29/2019,12,,
8/19/2019,27,,
8/19/2019,27,,
8/19/2019,27,,
8/19/2019,27,,
8/19/2019,27,,
8/19/2019,27,,
8/19/2019,27,,
8/19/2019,27,,
8/19/2019,27,,
8/19/2019,27,,
8/19/2019,27,,
8/21/2019,26,,
8/21/2019,27,,
8/29/2019,54,,
9/4/2019,19,,
9/11/2019,10,,
9/19/2019,16,,
10/10/2019,10,,
10/10/2019,10,,
10/10/2019,64,,
10/10/2019,64,,
10/10/2019,64,,
9/19/2019,16,,
10/31/2019,64,,
11/15/2019,59,,
12/4/2019,59,,
12/23/2019,31,,
11/12/2019,19,,
10/28/2019,59,,
11/28/2019,64,,
11/25/2019,59,,
11/12/2019,64,,
11/5/2019,59,,
12/16/2019,4,,
12/6/2019,15,,
11/5/2019,25,,
11/25/2019,59,,
11/29/2019,26,,
11/29/2019,26,,
11/29/2019,26,,
11/29/2019,26,,
11/29/2019,26,,
11/29/2019,26,,
11/29/2019,26,,
11/29/2019,26,,
11/29/2019,26,,
11/29/2019,26,,
11/29/2019,26,,
11/29/2019,26,,
11/29/2019,26,,
11/29/2019,26,,
11/29/2019,26,,
11/29/2019,26,,
12/2/2019,59,,
12/3/2019,22,,
12/3/2019,22,,
12/3/2019,22,,
12/3/2019,22,,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
12/17/2019 0:00,46,2/1/2020 0:00,
1/22/2020 0:00,46,3/8/2020 0:00,
2/17/2020 0:00,1,2/18/2020 0:00,
2/3/2020 0:00,29,3/3/2020 0:00,
2/3/2020 0:00,29,3/3/2020 0:00,
8/17/2020 0:00,6,8/23/2020 0:00,
2/11/2020 0:00,,DERHAL,
2/11/2020 0:00,,DERHAL,
12/20/2019 0:00,64,2/22/2020 0:00,
2/17/2020 0:00,1,2/18/2020 0:00,
2/17/2020 0:00,64,4/21/2020 0:00,
11/27/2020 0:00,14,12/11/2020 0:00,
2/14/2020 0:00,64,4/18/2020 0:00,
11/2/2020 0:00,2,11/4/2020 0:00,
2/29/2020 0:00,7,3/7/2020 0:00,
2/26/2020 0:00,58,4/24/2020 0:00,
2/29/2020 0:00,7,3/7/2020 0:00,
2/29/2020 0:00,7,3/7/2020 0:00,
3/2/2020 0:00,59,4/30/2020 0:00,
.,,3/19/2020 0:00,
3/14/2020 0:00,11,3/25/2020 0:00,
3/17/2020 0:00,,11..04.2020,
6/4/2020 0:00,2,6/6/2020 0:00,
3/17/2020 0:00,,11..04.2020,
3/17/2020 0:00,30,4/16/2020 0:00,
3/17/2020 0:00,30,4/16/2020 0:00,
3/18/2020 0:00,2,3/20/2020 0:00,
3/18/2020 0:00,2,3/20/2020 0:00,
3/24/2020 0:00,0,3/24/2020 0:00,
3/31/2020 0:00,20,4/20/2020 0:00,
3/31/2020 0:00,20,4/20/2020 0:00,
