kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,siparis_durumu,irsaliye_tarihi
Ameliyat_Masasi,YURTDIŞI,2019/055,2019-02-28,NİJERYA,NİJERYA,NİJERYA,STR 2000     ,AMELİYAT MASASI,*,2019/02-009,2019-03-30 00:00:00,30,, 
Ameliyat_Masasi,YURTDIŞI,2019/056,2019-02-28,NİJERYA,NİJERYA,NİJERYA,STR 2000     ,AMELİYAT MASASI,*,2019/02-010,2019-03-30 00:00:00,30,, 
Ameliyat_Masasi,YURTDIŞI,2019/057,2019-02-28,NİJERYA,NİJERYA,NİJERYA,STR 2000     ,AMELİYAT MASASI,*,2019/02-011,2019-03-30 00:00:00,30,, 
Ameliyat_Masasi,YURTDIŞI,2019/058,2019-02-28,NİJERYA,NİJERYA,NİJERYA,STR 2000     ,AMELİYAT MASASI,*,2019/02-012,2019-03-30 00:00:00,30,, 
Ameliyat_Masasi,YURTDIŞI,2019/063,2019-03-04,UKRAYNA 2,UKRAYNA 2,UKRAYNA 2,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-013,2019-03-14 00:00:00,10,, 
Ameliyat_Masasi,YURTDIŞI,2019/064,2019-03-04,UKRAYNA 2,UKRAYNA 2,UKRAYNA 2,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-014,2019-03-14 00:00:00,10,, 
Ameliyat_Masasi,ÖZEL,2019/065,2019-03-18,YÜKSELİŞ HASTANE EKİPMANLARI,TOKUŞTEPE TİBBİ CİHAZLAR,ANKARA,TKF 1100 S,AMELİYAT MASASI,*,2019/02-003,2019-04-18 00:00:00,31,, 
Ameliyat_Masasi,YURTDIŞI,2019/067,2019-03-21,AZERBEYCAN,AZERBEYCAN,AZERBEYCAN,STR 2000 F,AMELİYAT MASASI,*,2019/02-015,2019-04-18 00:00:00,28,, 
Ameliyat_Masasi,DMO,2019/079,2019-04-04,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,SU ŞEHRİ DEVLET HASTANESİ,SİVAS,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-016,2019-04-19 00:00:00,15,, 
Ameliyat_Masasi,DMO,2019/080,2019-04-04,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,SU ŞEHRİ DEVLET HASTANESİ,SİVAS,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-017,2019-04-20 00:00:00,16,, 
Ameliyat_Masasi,DMO,2019/088,2019-04-16,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,MALATYA KADIN DOĞUM VE ÇOCUK HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-019,2019-06-14 00:00:00,59,, 
Ameliyat_Masasi,DMO,2019/089,2019-04-16,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,MALATYA KADIN DOĞUM VE ÇOCUK HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-020,2019-06-14 00:00:00,59,, 
Ameliyat_Masasi,DMO,2019/090,2019-04-16,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,MALATYA KADIN DOĞUM VE ÇOCUK HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-021,2019-06-14 00:00:00,59,, 
Ameliyat_Masasi,DMO,2019/091,2019-04-16,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,MALATYA KADIN DOĞUM VE ÇOCUK HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-022,2019-06-14 00:00:00,59,, 
Ameliyat_Masasi,DMO,2019/092,2019-04-16,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,MALATYA KADIN DOĞUM VE ÇOCUK HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-023,2019-06-14 00:00:00,59,, 
Ameliyat_Masasi,DMO,2019/093,2019-04-16,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,MALATYA KADIN DOĞUM VE ÇOCUK HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-024,2019-06-14 00:00:00,59,, 
Ameliyat_Masasi,DMO,2019/094,2019-04-16,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,MALATYA KADIN DOĞUM VE ÇOCUK HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-025,2019-06-14 00:00:00,59,, 
Ameliyat_Masasi,DMO,2019/095,2019-04-16,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,MALATYA KADIN DOĞUM VE ÇOCUK HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-026,2019-06-14 00:00:00,59,, 
Ameliyat_Masasi,YURTDIŞI,2019/112,2019-05-08,VİTTA,VİTTA,AZERBEYCAN,STR 2000 F,AMELİYAT MASASI,*,2019/02-027,2019-06-01 00:00:00,24,, 
Ameliyat_Masasi,YURTDIŞI,2019/113,2019-05-08,VİTTA,VİTTA,AZERBEYCAN,STR 2000 F,AMELİYAT MASASI,*,2019/02-028,2019-06-01 00:00:00,24,, 
Ameliyat_Masasi,DMO,2019/133,2019-11-27,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,SİVAS CUMHURİYET ÜNİVERSİTESİ UYGULAMA E ARAŞTRIMA HASTANESİ,SİVAS,ERM 2000 F,AMELİYAT MASASI,*,2019/02-073,2020-01-25 00:00:00,59,, 
Ameliyat_Masasi,DMO,2019/134,2019-06-27,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,SU ŞEHRİ DEVLET HASTANESİ,SİVAS,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-033,2019-08-20 00:00:00,54,, 
Ameliyat_Masasi,DMO,2019/143,2019-05-30,DMO DİYARBAKIR BÖLGE MÜDÜRLÜĞÜ,SİLVAN DR.YUSUF AZİZOĞLU DEVLET HASTANESİ,DİYARBAKIR,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-029,2019-07-23 00:00:00,54,, 
Ameliyat_Masasi,YURTDIŞI,2019/151,2019-10-25,BO TECH,BO TECH,FAS,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-031,2019-10-29 00:00:00,4,, 
Ameliyat_Masasi,DMO,2019/152,2019-11-22,DMO DİYARBAKIR BÖLGE MÜDÜRLÜĞÜ,SİLVAN DR.YUSUF AZİZOĞLU DEVLET HASTANESİ,DİYARBAKIR,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-032,2019-11-23 00:00:00,1,, 
Ameliyat_Masasi,DMO,2019/153,2019-06-27,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,SU ŞEHRİ DEVLET HASTANESİ,SİVAS,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-033,2019-08-20 00:00:00,54,, 
Ameliyat_Masasi,DMO,2019/154,2019-06-27,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,SU ŞEHRİ DEVLET HASTANESİ,SİVAS,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-034,2019-08-20 00:00:00,54,, 
Ameliyat_Masasi,İHALE,2019/155,2019-07-02,YÜKSELİŞ HASTANE EKİPMANLARI,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ ATATÜRK EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,TKF 1100 S,AMELİYAT MASASI,*,2019/02-036,2019-08-10 00:00:00,39,, 
Ameliyat_Masasi,İHALE,2019/156,2019-07-02,YÜKSELİŞ HASTANE EKİPMANLARI,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ ATATÜRK EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,TKF 1100 S,AMELİYAT MASASI,*,2019/02-037,2019-08-10 00:00:00,39,, 
Ameliyat_Masasi,İHALE,2019/157,2019-07-02,YÜKSELİŞ HASTANE EKİPMANLARI,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ ATATÜRK EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,TKF 1100 S,AMELİYAT MASASI,*,2019/02-038,2019-08-10 00:00:00,39,, 
Ameliyat_Masasi,İHALE,2019/158,2019-07-02,YÜKSELİŞ HASTANE EKİPMANLARI,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ ATATÜRK EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,TKF 1100 S,AMELİYAT MASASI,*,2019/02-039,2019-08-10 00:00:00,39,, 
Ameliyat_Masasi,İHALE,2019/159,2019-07-02,YÜKSELİŞ HASTANE EKİPMANLARI,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ ATATÜRK EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,TKF 1100 S,AMELİYAT MASASI,*,2019/02-040,2019-08-10 00:00:00,39,, 
Ameliyat_Masasi,İHALE,2019/160,2019-07-02,YÜKSELİŞ HASTANE EKİPMANLARI,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ ATATÜRK EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,TKF 1100 S,AMELİYAT MASASI,*,2019/02-041,2019-08-10 00:00:00,39,, 
Ameliyat_Masasi,İHALE,2019/161,2019-07-02,YÜKSELİŞ HASTANE EKİPMANLARI,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ ATATÜRK EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,TKF 1100 S,AMELİYAT MASASI,*,2019/02-042,2019-08-10 00:00:00,39,, 
Ameliyat_Masasi,İHALE,2019/162,2019-07-02,YÜKSELİŞ HASTANE EKİPMANLARI,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ ATATÜRK EĞİTİM VE ARAŞTIRMA HASTANESİ,İZMİR,TKF 1100 S,AMELİYAT MASASI,*,2019/02-043,2019-08-10 00:00:00,39,, 
Ameliyat_Masasi,YURTDIŞI,2019/168,2019-10-23,MME LLC,MME LLC,UKRAYNA,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-044,2019-10-28 00:00:00,5,, 
Ameliyat_Masasi,YURTDIŞI,2019/169,2019-10-23,MME LLC,MME LLC,UKRAYNA,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-045,2019-10-28 00:00:00,5,, 
Ameliyat_Masasi,YURTDIŞI,2019/171,2019-07-30,ALNOOR ALMOMAYEZ,ALNOOR ALMOMAYEZ,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-046,2019-08-30 00:00:00,31,, 
Ameliyat_Masasi,YURTDIŞI,2019/172,2019-07-30,ALNOOR ALMOMAYEZ,ALNOOR ALMOMAYEZ,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-047,2019-08-30 00:00:00,31,, 
Ameliyat_Masasi,YURTDIŞI,2019/185,2019-07-30,ALNOOR ALMOMAYEZ,ALNOOR ALMOMAYEZ,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-048,2019-08-30 00:00:00,31,, 
Ameliyat_Masasi,YURTDIŞI,2019/186,2019-07-30,ALNOOR ALMOMAYEZ,ALNOOR ALMOMAYEZ,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-049,2019-08-30 00:00:00,31,, 
Ameliyat_Masasi,YURTDIŞI,2019/187,2019-07-30,ALNOOR ALMOMAYEZ,ALNOOR ALMOMAYEZ,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-050,2019-08-30 00:00:00,31,, 
Ameliyat_Masasi,YURTDIŞI,2019/188,2019-07-30,ALNOOR ALMOMAYEZ,ALNOOR ALMOMAYEZ,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-051,2019-08-30 00:00:00,31,, 
Ameliyat_Masasi,YURTDIŞI,2019/189,2019-07-30,ALNOOR ALMOMAYEZ,ALNOOR ALMOMAYEZ,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-052,2019-08-30 00:00:00,31,, 
Ameliyat_Masasi,YURTDIŞI,2019/190,2019-07-30,ALNOOR ALMOMAYEZ,ALNOOR ALMOMAYEZ,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-053,2019-08-30 00:00:00,31,, 
Ameliyat_Masasi,ÖZEL,2019/204,2019-08-21,UĞUR SAĞLIK HİZMETLERİ A.Ş.,ÖZEL EREĞLİ ECOMAR HASTANESİ,ZONGULDAK,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-054,DERHAL,3,, 
Ameliyat_Masasi,YURTDIŞI,2019/206,2019-08-23,NP KOMED,NP KOMED,KOSOVA,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-055,2019-09-01 00:00:00,9,, 
Ameliyat_Masasi,DMO,2019/208,2019-08-26,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,SİVAS CUMHURİYET ÜNİVERSİTESİ UYGULAMA E ARAŞTRIMA HASTANESİ,SİVAS,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-056,2019-10-14 00:00:00,49,, 
Ameliyat_Masasi,YURTDIŞI,2019/216,2019-10-08,KPI GROUP,KPI GROUP,GÜRCİSTAN,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-057,2019-10-09 00:00:00,1,, 
Ameliyat_Masasi,ÖZEL,2019/222,2019-10-12,EFE MARDİN,EFE MARDİN,MARDİN,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-058,2019-10-12 00:00:00,0,, 
Ameliyat_Masasi,YURTDIŞI,2019/264,2019-11-05,ROMEDCOM,ROMEDCOM,MOLDOVA,STR 2000 F,AMELİYAT MASASI,*,2019/02-059,2019-12-01 00:00:00,26,, 
Ameliyat_Masasi,YURTDIŞI,2019/265,2019-11-05,ROMEDCOM,ROMEDCOM,MOLDOVA,STR 2000 F,AMELİYAT MASASI,*,2019/02-060,2019-12-01 00:00:00,26,, 
Ameliyat_Masasi,YURTDIŞI,2019/266,2019-11-05,ROMEDCOM,ROMEDCOM,MOLDOVA,STR 2000 F,AMELİYAT MASASI,*,2019/02-061,2019-12-01 00:00:00,26,, 
Ameliyat_Masasi,YURTDIŞI,2019/267,2019-11-05,ROMEDCOM,ROMEDCOM,MOLDOVA,STR 2000 F,AMELİYAT MASASI,*,2019/02-062,2019-12-01 00:00:00,26,, 
Ameliyat_Masasi,YURTDIŞI,2019/268,2019-11-05,ROMEDCOM,ROMEDCOM,MOLDOVA,STR 2000 F,AMELİYAT MASASI,*,2019/02-063,2019-12-01 00:00:00,26,, 
Ameliyat_Masasi,YURTDIŞI,2019/269,2019-11-05,ROMEDCOM,ROMEDCOM,MOLDOVA,STR 2000 F,AMELİYAT MASASI,*,2019/02-064,2019-12-01 00:00:00,26,, 
